source_token,source_lemma,target_rendering,block_id
དབང་བཅུ་མངའ་བས་ན,དབང་བཅུ་མངའ་བས་ན,possessing_ten_masteries,9-11
བསྟན་པ་ཉམས་པའི་འདི་དག,བསྟན་པ་ཉམས་པའི་འདི་དག,these_declining_teachings,9-11
སོར་ཆུད་ཅིང,སོར་ཆུད་ཅིང,restore_to_original_state,9-11
མཁས་བཙུན་གྲུབ་ཐོབ,མཁས་བཙུན་གྲུབ་ཐོབ,learned_disciplined_accomplished,9-11
ཚད་མར་གྱུར་པ་ནི,ཚད་མར་གྱུར་པ་ནི,who_are_authoritative,9-11
མང་པོར་སྤྲུལ་ནས,མང་པོར་སྤྲུལ་ནས,manifest_in_many_forms,9-11
བསྟན་པ་གསོ་བར་མཛོད,བསྟན་པ་གསོ་བར་མཛོད,restore_the_teachings,9-11
འཕགས་བོད་གཉིས་སུ,འཕགས་བོད་གཉིས་སུ,in_both_India_and_Tibet,9-12
རྫོགས་ལྡན་ཕྱི་མ་ཡི,རྫོགས་ལྡན་ཕྱི་མ་ཡི,of_the_later_golden_age,9-12
དགའ་སྟོན,དགའ་སྟོན,festival,9-12
རིན་ཆེན་སྒྲོན་མེ,རིན་ཆེན་སྒྲོན་མེ,precious_lamp,9-12
སྦར་བ་དང,སྦར་བ་དང,be_lit,9-12
རྒྱལ་བསྟན་རིས་མེད,རྒྱལ་བསྟན་རིས་མེད,Buddha's_non-sectarian_teachings,9-12
པད་ཚལ་དར་ལ་བབ,པད་ཚལ་དར་ལ་བབ,lotus_grove_reach_full_bloom,9-12
དེ་ལ་འཁུ་བའི་ཚོགས་ཀྱི,དེ་ལ་འཁུ་བའི་ཚོགས་ཀྱི,of_the_hostile_throngs,9-13
སེམས་བསྒྱུར་ཞིང,སེམས་བསྒྱུར་ཞིང,may_minds_be_transformed,9-13
ཀུན་ཀྱང་བསྟན་ལ་འདུན་དང,ཀུན་ཀྱང་བསྟན་ལ་འདུན་དང,all_aspire_to_teachings,9-13
དགེ་བཅུར་སྤྱོད,དགེ་བཅུར་སྤྱོད,engage_in_ten_virtues,9-13
བསྟན་འཛིན་དགེ་འདུན་སྡེ་ཡིས,བསྟན་འཛིན་དགེ་འདུན་སྡེ་ཡིས,Sangha_who_uphold_teachings,9-13
འཛམ་གླིང་ཁྱབ,འཛམ་གླིང་ཁྱབ,pervade_entire_world,9-13
བཤད་དང་སྒྲུབ་པ,བཤད་དང་སྒྲུབ་པ,study_and_practice,9-13
དར་ཞིང་རྒྱས་པར་ཤོག,དར་ཞིང་རྒྱས་པར་ཤོག,may_flourish_and_spread,9-13
གཙུག་ལག་ཁང་རྣམས,གཙུག་ལག་ཁང་རྣམས,temples,9-14
མཆོད་པའི་སྤྲིན་ཚོགས་རྒྱས,མཆོད་པའི་སྤྲིན་ཚོགས་རྒྱས,filled_with_vast_clouds_of_offerings,9-14
དམ་པའི་ཆོས་ཀྱི་རྔ་ཆེན,དམ་པའི་ཆོས་ཀྱི་རྔ་ཆེན,great_drum_of_sacred_Dharma,9-14
རབ་ཏུ་སྒྲོགས,རབ་ཏུ་སྒྲོགས,resound_loudly,9-14
མུ་སྟེགས་གླང་པོའི་ཀླད་པ,མུ་སྟེགས་གླང་པོའི་ཀླད་པ,skulls_of_heretical_elephants,9-14
འགེམས་བྱེད་ཅིང,འགེམས་བྱེད་ཅིང,shattering,9-14
ཐུབ་བསྟན,ཐུབ་བསྟན,Buddha's_teachings,9-14
ཕྱོགས་ལས་རྣམ་པར་རྒྱལ་གྱུར་ཅིག,ཕྱོགས་ལས་རྣམ་པར་རྒྱལ་གྱུར་ཅིག,be_victorious_in_all_directions,9-14
བསྟན་འཛིན་སྐྱེས་རྣམས,བསྟན་འཛིན་སྐྱེས་རྣམས,masters_who_uphold_teachings,9-15
ཞབས་པད་བརྟན་པ་དང,ཞབས་པད་བརྟན་པ་དང,lotus_feet_be_firm,9-15
བསྟན་པའི་སྦྱིན་བདག,བསྟན་པའི་སྦྱིན་བདག,patrons_of_teachings,9-15
ཚེ་དང་བསོད་ནམས་འཕེལ,ཚེ་དང་བསོད་ནམས་འཕེལ,lifespan_and_merit_increase,9-15
བསྟན་ལ་གནོད་རྣམས,བསྟན་ལ་གནོད་རྣམས,those_who_harm_teachings,9-15
མིང་གི་ལྷག་མར་གྱུར,མིང་གི་ལྷག་མར་གྱུར,be_reduced_to_names_only,9-15
བསྟན་པའི་རྒྱལ་མཚན,བསྟན་པའི་རྒྱལ་མཚན,victory_banner_of_teachings,9-15
ཕྱོགས་བཅུར་སྒྲེངས་གྱུར་ཅིག,ཕྱོགས་བཅུར་སྒྲེངས་གྱུར་ཅིག,be_raised_in_ten_directions,9-15
ལྷ་དང,ལྷ་དང,gods_and,10-1
ལྷ་མིན,ལྷ་མིན,demigods,10-1
ཅོད་པན་གྱིས,ཅོད་པན་གྱིས,with_crowns,10-1
ཞབས་གཉིས་པདྨོ་ལ,ཞབས་གཉིས་པདྨོ་ལ,before_your_two_lotus_feet,10-1
བཏུད་དེ,བཏུད་དེ,bowing_down,10-1
ཕོངས་པ་ཀུན་ལས,ཕོངས་པ་ཀུན་ལས,from_all_misfortune,10-1
སྒྲོལ་མཛད་མ,སྒྲོལ་མཛད་མ,she_who_liberates,10-1
སྒྲོལ་མ་ཡུམ་ལ,སྒྲོལ་མ་ཡུམ་ལ,to_Mother_Tārā,10-1
མཆོད་པ་འབུལ,མཆོད་པ་འབུལ,I_offer_this_homage,10-1
ཞལ་ཟས,ཞལ་ཟས,food,10-3
རོ་བརྒྱ་ལྡན་ཞིང,རོ་བརྒྱ་ལྡན་ཞིང,endowed_with_hundred_flavors,10-3
ཡིད་འཕྲོག་པ,ཡིད་འཕྲོག་པ,captivating,10-3
ལེགས་སྦྱར་འདི་ནི,ལེགས་སྦྱར་འདི་ནི,this_perfectly_prepared_offering,10-3
རྒྱལ་བ་སྲས་བཅས་ལ,རྒྱལ་བ་སྲས་བཅས་ལ,to_Victors_and_Heirs,10-3
དད་པས་ཕུལ་བས,དད་པས་ཕུལ་བས,offered_with_faith,10-3
འགྲོ་བ་འདི་དག་ཀུན,འགྲོ་བ་འདི་དག་ཀུན,all_these_wandering_beings,10-3
འབྱོར་ལྡན,འབྱོར་ལྡན,possessing_wealth,10-3
ཏིང་འཛིན་ཟས་ལ,ཏིང་འཛིན་ཟས་ལ,food_of_meditative_concentration,10-3
སྤྱོད་པར་ཤོག,སྤྱོད་པར་ཤོག,may_enjoy,10-3
